type,short_code,date,value,amount
mutual fund,ONE-VIETNAM-RA,2022-04-01,11.956,897151661.42
mutual fund,ONE-VIETNAM-RA,2022-04-05,12.0356,892148990.37
mutual fund,ONE-VIETNAM-RA,2022-04-07,11.8806,880657979.52
mutual fund,ONE-VIETNAM-RA,2022-04-08,11.8181,870416973.35
mutual fund,ONE-VIETNAM-RA,2022-04-11,11.7605,840465188.52
mutual fund,ONE-VIETNAM-RA,2022-04-12,11.5639,826411731.14
mutual fund,ONE-VIETNAM-RA,2022-04-18,11.6441,838151812.38
mutual fund,ONE-VIETNAM-RA,2022-04-19,11.2725,811406751.4
mutual fund,ONE-VIETNAM-RA,2022-04-20,11.105,789185721.02
mutual fund,ONE-VIETNAM-RA,2022-04-21,11.0404,784644853.11
mutual fund,ONE-VIETNAM-RA,2022-04-22,11.0473,784581038.37
mutual fund,ONE-VIETNAM-RA,2022-04-25,10.5631,750170636.5
mutual fund,ONE-VIETNAM-RA,2022-04-26,10.6778,758474242.99
mutual fund,ONE-VIETNAM-RA,2022-04-27,10.8123,768919635.11
mutual fund,ONE-VIETNAM-RA,2022-04-28,10.8167,768969171.84
mutual fund,ONE-VIETNAM-RA,2022-04-29,10.8598,772882447.04
mutual fund,ONE-VIETNAM-RA,2022-05-03,10.9165,811144151.29
mutual fund,ONE-VIETNAM-RA,2022-05-05,10.7736,800522830.95
mutual fund,ONE-VIETNAM-RA,2022-05-09,10.5042,779547384.06
mutual fund,ONE-VIETNAM-RA,2022-05-10,10.3318,766753107.69
mutual fund,ONE-VIETNAM-RA,2022-05-11,10.4368,773290359.17
mutual fund,ONE-VIETNAM-RA,2022-05-12,10.0824,746913997.57
mutual fund,ONE-VIETNAM-RA,2022-05-13,9.5677,708278130.23
mutual fund,ONE-VIETNAM-RA,2022-05-17,9.6971,718660471.89
mutual fund,ONE-VIETNAM-RA,2022-05-18,9.8932,732898873.76
mutual fund,ONE-VIETNAM-RA,2022-05-19,10.0363,742882511.44
mutual fund,ONE-VIETNAM-RA,2022-05-20,9.8541,729408003.1
mutual fund,ONE-VIETNAM-RA,2022-05-23,9.6944,717879354.92
mutual fund,ONE-VIETNAM-RA,2022-05-24,9.7516,690964050.56
mutual fund,ONE-VIETNAM-RA,2022-05-25,10.011,709561827.6
mutual fund,ONE-VIETNAM-RA,2022-05-26,10.0318,711089187.69
mutual fund,ONE-VIETNAM-RA,2022-05-27,10.2397,725978882.89
mutual fund,ONE-VIETNAM-RA,2022-05-30,10.302,750509860.91
mutual fund,ONE-VIETNAM-RA,2022-05-31,10.2988,750273961.94
mutual fund,ONE-VIETNAM-RA,2022-06-01,10.3691,762095402.02
mutual fund,ONE-VIETNAM-RA,2022-06-02,10.2992,758184610.61
mutual fund,ONE-VIETNAM-RA,2022-06-06,10.2994,758221374.2
mutual fund,ONE-VIETNAM-RA,2022-06-07,10.3243,760215057.31
mutual fund,ONE-VIETNAM-RA,2022-06-08,10.4629,776172775.11
mutual fund,ONE-VIETNAM-RA,2022-06-09,10.4836,780547850.65
mutual fund,ONE-VIETNAM-RA,2022-06-10,10.4093,775252621.85
mutual fund,ONE-VIETNAM-RA,2022-06-13,9.977,743135689.52
mutual fund,ONE-VIETNAM-RA,2022-06-14,9.872,739121971.39
mutual fund,ONE-VIETNAM-RA,2022-06-15,9.8525,737767854.42
mutual fund,ONE-VIETNAM-RA,2022-06-16,9.9661,744982769.02
mutual fund,ONE-VIETNAM-RA,2022-06-17,9.9035,740537524.59
mutual fund,ONE-VIETNAM-RA,2022-06-20,9.6557,721607090.13
mutual fund,ONE-VIETNAM-RA,2022-06-21,9.5286,712107150.37
mutual fund,ONE-VIETNAM-RA,2022-06-22,9.4987,710124271.32
mutual fund,ONE-VIETNAM-RA,2022-06-23,9.6006,717855736.13
mutual fund,ONE-VIETNAM-RA,2022-06-24,9.6141,718576680.69
mutual fund,ONE-VIETNAM-RA,2022-06-27,9.7077,725740939.57
mutual fund,ONE-VIETNAM-RA,2022-06-28,9.793,732191683.04
mutual fund,ONE-VIETNAM-RA,2022-06-29,9.8289,734892204.73
mutual fund,ONE-VIETNAM-RA,2022-07-01,9.6833,723789733.38
mutual fund,ONE-VIETNAM-RA,2022-07-04,9.6787,723445861.39
mutual fund,ONE-VIETNAM-RA,2022-07-05,9.565,714946045.83
mutual fund,ONE-VIETNAM-RA,2022-07-06,9.3804,706481171.17
mutual fund,ONE-VIETNAM-RA,2022-07-07,9.4877,714474205.83
mutual fund,ONE-VIETNAM-RA,2022-07-11,9.4732,713033417.37
mutual fund,ONE-VIETNAM-RA,2022-07-12,9.5377,717885949.84
mutual fund,ONE-VIETNAM-RA,2022-07-14,9.5842,721240411.05
mutual fund,ONE-VIETNAM-RA,2022-07-15,9.5807,721077911.94
mutual fund,ONE-VIETNAM-RA,2022-07-18,9.5505,718813785.33
mutual fund,ONE-VIETNAM-RA,2022-07-19,9.5298,717338314.32
mutual fund,ONE-VIETNAM-RA,2022-07-20,9.6468,726108480.56
mutual fund,ONE-VIETNAM-RA,2022-07-21,9.7437,733482324.75
mutual fund,ONE-VIETNAM-RA,2022-07-22,9.7149,731301131.12
mutual fund,ONE-VIETNAM-RA,2022-07-25,9.6638,727589026.49
mutual fund,ONE-VIETNAM-RA,2022-07-26,9.648,725412744.27
mutual fund,ONE-VIETNAM-RA,2022-07-27,9.662,726509977.92
mutual fund,ONE-VIETNAM-RA,2022-08-01,9.8393,739882405.12
mutual fund,ONE-VIETNAM-RA,2022-08-02,9.9492,751047885.41
mutual fund,ONE-VIETNAM-RA,2022-08-03,10.0075,755692744.4
mutual fund,ONE-VIETNAM-RA,2022-08-04,10.0032,755905602.64
mutual fund,ONE-VIETNAM-RA,2022-08-05,9.9474,718262064.25
mutual fund,ONE-VIETNAM-RA,2022-08-09,9.9785,732994311.82
mutual fund,ONE-VIETNAM-RA,2022-08-10,9.9942,734154279.58
mutual fund,ONE-VIETNAM-RA,2022-08-11,9.9044,727653200.94
mutual fund,ONE-VIETNAM-RA,2022-08-15,10.0652,739477248.2
mutual fund,ONE-VIETNAM-RA,2022-08-16,10.0843,740889317.5
mutual fund,ONE-VIETNAM-RA,2022-08-17,10.1399,745053584.73
mutual fund,ONE-VIETNAM-RA,2022-08-18,10.157,746225523.08
mutual fund,ONE-VIETNAM-RA,2022-08-19,10.0906,741350696.89
mutual fund,ONE-VIETNAM-RA,2022-08-22,10.1009,745340116.9
mutual fund,ONE-VIETNAM-RA,2022-08-23,10.1243,747284486.79
mutual fund,ONE-VIETNAM-RA,2022-08-24,10.1654,750372250.32
mutual fund,ONE-VIETNAM-RA,2022-08-25,10.2499,756639144.34
mutual fund,ONE-VIETNAM-RA,2022-08-26,10.2391,787184857.98
mutual fund,ONE-VIETNAM-RA,2022-08-29,10.1858,789937570.15
mutual fund,ONE-VIETNAM-RA,2022-08-30,10.1897,790688463.05
mutual fund,ONE-VIETNAM-RA,2022-08-31,10.1995,748958487.23
mutual fund,ONE-VIETNAM-RA,2022-09-01,10.2281,752146881.75
mutual fund,ONE-VIETNAM-RA,2022-09-02,10.2311,752364029.61
mutual fund,ONE-VIETNAM-RA,2022-09-05,10.2033,750324787.23
mutual fund,ONE-VIETNAM-RA,2022-09-06,10.1842,748919042.97
mutual fund,ONE-VIETNAM-RA,2022-09-07,9.9829,732686978.49
mutual fund,ONE-VIETNAM-RA,2022-09-08,9.9276,728652076.57
mutual fund,ONE-VIETNAM-RA,2022-09-12,9.9624,731373800.62
mutual fund,ONE-VIETNAM-RA,2022-09-13,9.9438,730006615.7
mutual fund,ONE-VIETNAM-RA,2022-09-14,9.9258,745784217.56
mutual fund,ONE-VIETNAM-RA,2022-09-15,9.9237,745653275.41
mutual fund,ONE-VIETNAM-RA,2022-09-16,9.8716,741835705.38
mutual fund,ONE-VIETNAM-RA,2022-09-19,9.6654,726248103.61
mutual fund,ONE-VIETNAM-RA,2022-09-20,9.6869,706449037.53
mutual fund,ONE-VIETNAM-RA,2022-09-21,9.6888,709078340.33
mutual fund,ONE-VIETNAM-RA,2022-09-22,9.683,708630030.81
mutual fund,ONE-VIETNAM-RA,2022-09-23,9.613,703651351.84
mutual fund,ONE-VIETNAM-RA,2022-09-26,9.439,690965747.3
mutual fund,ONE-VIETNAM-RA,2022-09-27,9.3547,684903459.23
mutual fund,ONE-VIETNAM-RA,2022-09-28,9.2331,675635925.19
mutual fund,ONE-VIETNAM-RA,2022-09-29,9.0805,664302836.69
mutual fund,ONE-VIETNAM-RA,2022-09-30,9.0528,662165303.65
mutual fund,ONE-VIETNAM-RA,2022-10-04,8.545,625116251.14
mutual fund,ONE-VIETNAM-RA,2022-10-05,8.6745,634589081.1
mutual fund,ONE-VIETNAM-RA,2022-10-06,8.4883,623039138.93
mutual fund,ONE-VIETNAM-RA,2022-10-07,8.2175,603211726.8
mutual fund,ONE-VIETNAM-RA,2022-10-10,8.2857,605840444.97
mutual fund,ONE-VIETNAM-RA,2022-10-11,8.0258,586834989.47
mutual fund,ONE-VIETNAM-RA,2022-10-12,8.1926,598374686.38
mutual fund,ONE-VIETNAM-RA,2022-10-17,8.2389,603848461.56
mutual fund,ONE-VIETNAM-RA,2022-10-18,8.2407,604126645.72
mutual fund,ONE-VIETNAM-RA,2022-10-19,8.2107,601759685.18
mutual fund,ONE-VIETNAM-RA,2022-10-20,8.1945,600638405.95
mutual fund,ONE-VIETNAM-RA,2022-10-21,7.7472,567958592.52
mutual fund,ONE-VIETNAM-RA,2022-10-25,7.496,549634455.99
mutual fund,ONE-VIETNAM-RA,2022-10-26,7.4734,498778829.04
mutual fund,ONE-VIETNAM-RA,2022-10-27,7.6977,513758942.13
mutual fund,ONE-VIETNAM-RA,2022-10-28,7.784,519334230.87
mutual fund,ONE-VIETNAM-RA,2022-10-31,7.7579,517663278.99
mutual fund,ONE-VIETNAM-RA,2022-11-01,7.7712,518651357.54
mutual fund,ONE-VIETNAM-RA,2022-11-02,7.687,513415838.64
mutual fund,ONE-VIETNAM-RA,2022-11-03,7.7152,515319422.72
mutual fund,ONE-VIETNAM-RA,2022-11-04,7.5386,503576620.18
mutual fund,ONE-VIETNAM-RA,2022-11-07,7.3193,463958774.25
mutual fund,ONE-VIETNAM-RA,2022-11-08,7.3075,431356611.49
mutual fund,ONE-VIETNAM-RA,2022-11-09,7.2626,415600128.57
mutual fund,ONE-VIETNAM-RA,2022-11-10,7.0378,402927934.44
mutual fund,ONE-VIETNAM-RA,2022-11-11,6.9949,400483524.81
mutual fund,ONE-VIETNAM-RA,2022-11-14,6.9736,399263634.52
mutual fund,ONE-VIETNAM-RA,2022-11-15,6.7709,379181693.62
mutual fund,ONE-VIETNAM-RA,2022-11-16,6.8791,385287662.14
mutual fund,ONE-VIETNAM-RA,2022-11-17,7.1031,397419867.32
mutual fund,ONE-VIETNAM-RA,2022-11-18,7.1649,401013271.43
mutual fund,ONE-VIETNAM-RA,2022-11-21,7.1123,398227661.02
mutual fund,ONE-VIETNAM-RA,2022-11-22,7.0545,395051358.69
mutual fund,ONE-VIETNAM-RA,2022-11-23,7.0247,393039280.02
mutual fund,ONE-VIETNAM-RA,2022-11-24,7.0248,394072588.15
mutual fund,ONE-VIETNAM-RA,2022-11-25,7.1722,402343623.7
mutual fund,ONE-VIETNAM-RA,2022-11-28,7.3838,414317263.44
mutual fund,ONE-VIETNAM-RA,2022-11-29,7.6061,426869594.12
mutual fund,ONE-VIETNAM-RA,2022-11-30,7.7515,440253554.78
mutual fund,ONE-VIETNAM-RA,2022-12-01,7.6985,448834451.75
mutual fund,ONE-VIETNAM-RA,2022-12-02,7.9878,466783724.47
mutual fund,ONE-VIETNAM-RA,2022-12-06,7.9973,467847384.96
mutual fund,ONE-VIETNAM-RA,2022-12-07,7.9593,460721516.45
mutual fund,ONE-VIETNAM-RA,2022-12-08,7.9736,461607849.21
mutual fund,ONE-VIETNAM-RA,2022-12-09,8.0781,457677498.13
mutual fund,ONE-VIETNAM-RA,2022-12-13,7.9731,451791430.25
mutual fund,ONE-VIETNAM-RA,2022-12-14,8.0157,454371755.04
mutual fund,ONE-VIETNAM-RA,2022-12-15,8.0637,457111199.73
mutual fund,ONE-VIETNAM-RA,2022-12-16,8.0221,454815655.11
mutual fund,ONE-VIETNAM-RA,2022-12-19,7.9332,450090054.68
mutual fund,ONE-VIETNAM-RA,2022-12-20,7.8135,443283465.59
mutual fund,ONE-VIETNAM-RA,2022-12-21,7.7643,440504577.21
mutual fund,ONE-VIETNAM-RA,2022-12-22,7.7929,441788606.29
mutual fund,ONE-VIETNAM-RA,2022-12-27,7.7365,449466034.75
mutual fund,ONE-VIETNAM-RA,2022-12-28,7.7047,447616502.23
mutual fund,ONE-VIETNAM-RA,2022-12-29,7.6784,446145404.15
mutual fund,ONE-VIETNAM-RA,2022-12-30,7.6898,446953705.16
mutual fund,ONE-VIETNAM-RA,2023-01-03,7.8974,459044092.92
mutual fund,ONE-VIETNAM-RA,2023-01-04,7.946,462216282.28
mutual fund,ONE-VIETNAM-RA,2023-01-05,8.0262,466948408.1
mutual fund,ONE-VIETNAM-RA,2023-01-06,7.9685,463651675.01
mutual fund,ONE-VIETNAM-RA,2023-01-09,7.974,463910495.34
mutual fund,ONE-VIETNAM-RA,2023-01-10,7.9609,462208690.86
mutual fund,ONE-VIETNAM-RA,2023-01-11,7.9913,464152057.34
mutual fund,ONE-VIETNAM-RA,2023-01-12,7.9906,464137400.15
mutual fund,ONE-VIETNAM-RA,2023-01-13,7.9789,464459203.7
mutual fund,ONE-VIETNAM-RA,2023-01-16,8.0076,456106100.75
mutual fund,ONE-VIETNAM-RA,2023-01-17,8.1692,465309496.13
mutual fund,ONE-VIETNAM-RA,2023-01-18,8.2604,471053618.99
mutual fund,ONE-VIETNAM-RA,2023-01-19,8.3059,473663515.21
mutual fund,ONE-VIETNAM-RA,2023-01-20,8.3181,474333368.18
mutual fund,ONE-VIETNAM-RA,2023-01-23,8.3279,474891995.4
mutual fund,ONE-VIETNAM-RA,2023-01-24,8.3266,474819079.78
mutual fund,ONE-VIETNAM-RA,2023-01-25,8.3187,474366284.37
mutual fund,ONE-VIETNAM-RA,2023-01-26,8.3041,473534191.45
mutual fund,ONE-VIETNAM-RA,2023-01-27,8.364,476951671.29
mutual fund,ONE-VIETNAM-RA,2023-01-30,8.2984,473193098.05
mutual fund,ONE-VIETNAM-RA,2023-01-31,8.3505,474891148.67
mutual fund,PRINCIPAL VNEQ-I,2018-03-16,11.1628,0.0
mutual fund,PRINCIPAL VNEQ-I,2018-03-19,11.2781,492603162.0
mutual fund,PRINCIPAL VNEQ-I,2018-03-20,11.226,490328520.0
mutual fund,PRINCIPAL VNEQ-I,2018-03-21,11.2868,492985329.0
mutual fund,PRINCIPAL VNEQ-I,2018-03-22,11.2886,493061522.0
mutual fund,PRINCIPAL VNEQ-I,2018-03-23,11.1739,488052273.0
mutual fund,PRINCIPAL VNEQ-I,2018-03-26,11.2062,489463574.0
mutual fund,PRINCIPAL VNEQ-I,2018-03-27,11.2331,490636468.0
mutual fund,PRINCIPAL VNEQ-I,2018-03-28,11.2739,492419561.0
mutual fund,PRINCIPAL VNEQ-I,2018-03-29,11.2509,491416292.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-02,11.4001,497931508.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-03,11.3166,494284496.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-04,11.4217,498876513.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-05,11.4818,501500505.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-09,11.5418,504120495.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-10,11.454,500286871.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-11,11.2198,490058065.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-12,11.2359,490761718.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-17,11.1587,487387987.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-18,11.1385,486506030.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-19,10.8082,472081089.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-20,10.9396,477819221.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-23,10.71,467789144.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-24,10.6182,463781592.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-26,10.4398,455987781.0
mutual fund,PRINCIPAL VNEQ-I,2018-04-27,10.5454,460601722.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-02,10.5048,458826672.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-03,10.423,455253726.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-04,10.4933,458326239.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-07,10.7852,471072755.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-08,10.7639,470142353.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-09,10.8516,473975950.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-10,10.6724,466148269.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-11,10.6971,467224496.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-14,10.8079,472066627.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-15,10.9049,476302365.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-16,10.8386,473406799.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-17,10.6935,467067439.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-18,10.7877,471185085.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-21,10.6124,463526530.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-22,10.2223,446487866.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-23,10.2596,448118552.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-24,10.1652,443996232.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-25,9.9555,434834143.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-30,9.7185,424481793.0
mutual fund,PRINCIPAL VNEQ-I,2018-05-31,9.9271,433595600.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-01,10.0842,440456658.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-04,10.351,452109207.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-05,10.459,456828958.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-06,10.5675,461565389.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-07,10.629,464253274.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-08,10.6604,465623647.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-11,10.6373,464615927.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-12,10.4887,458125076.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-13,10.6109,463462789.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-14,10.5068,458912682.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-15,10.6346,464496752.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-18,10.3532,452207005.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-19,10.1031,441283540.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-20,10.2739,448743446.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-21,10.295,449663826.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-22,10.4065,454532082.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-25,10.4303,455572001.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-26,10.3786,453313455.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-27,10.3128,450439592.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-28,10.0914,440771970.0
mutual fund,PRINCIPAL VNEQ-I,2018-06-29,10.1032,441287473.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-02,9.9768,642529211.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-05,9.558,615560182.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-06,9.6439,621093404.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-09,9.5288,613676376.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-10,9.5314,613846259.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-11,9.4002,605396577.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-12,9.4483,608491391.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-13,9.6167,619340504.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-16,9.6259,619935273.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-17,9.7033,624916350.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-18,9.9457,640526772.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-19,10.0969,650262685.0
mutual fund,PRINCIPAL VNEQ-I,2018-07-20,10.0095,644639739.84
mutual fund,PRINCIPAL VNEQ-I,2018-07-23,9.9441,640427807.57
mutual fund,PRINCIPAL VNEQ-I,2018-07-24,9.8986,637491784.6
mutual fund,PRINCIPAL VNEQ-I,2018-07-25,9.7865,630275447.62
mutual fund,PRINCIPAL VNEQ-I,2018-07-26,9.8015,631240491.51
mutual fund,PRINCIPAL VNEQ-I,2018-07-31,9.9659,641827901.27
mutual fund,PRINCIPAL VNEQ-I,2018-08-01,9.8914,637028736.2
mutual fund,PRINCIPAL VNEQ-I,2018-08-02,9.9072,638046415.49
mutual fund,PRINCIPAL VNEQ-I,2018-08-03,9.9424,640314045.11
mutual fund,PRINCIPAL VNEQ-I,2018-08-06,9.9219,638994192.92
mutual fund,PRINCIPAL VNEQ-I,2018-08-07,9.8527,634539608.32
mutual fund,PRINCIPAL VNEQ-I,2018-08-08,9.9277,639366460.59
mutual fund,PRINCIPAL VNEQ-I,2018-08-09,9.9432,640369670.62
mutual fund,PRINCIPAL VNEQ-I,2018-08-10,9.9992,643975963.13
mutual fund,PRINCIPAL VNEQ-I,2018-08-14,10.1034,650684624.59
mutual fund,PRINCIPAL VNEQ-I,2018-08-15,9.9633,641664287.85
mutual fund,PRINCIPAL VNEQ-I,2018-08-16,9.9576,641294426.52
mutual fund,PRINCIPAL VNEQ-I,2018-08-17,9.9338,639764603.38
mutual fund,PRINCIPAL VNEQ-I,2018-08-20,9.8586,634921109.13
mutual fund,PRINCIPAL VNEQ-I,2018-08-21,9.8382,633605807.92
mutual fund,PRINCIPAL VNEQ-I,2018-08-22,9.9344,639800628.85
mutual fund,PRINCIPAL VNEQ-I,2018-08-23,9.9626,641619209.83
mutual fund,PRINCIPAL VNEQ-I,2018-08-24,9.9568,641244518.13
mutual fund,PRINCIPAL VNEQ-I,2018-08-27,9.9601,641454536.33
mutual fund,PRINCIPAL VNEQ-I,2018-08-28,10.0018,644142772.54
mutual fund,PRINCIPAL VNEQ-I,2018-08-29,10.0589,647820758.46
mutual fund,PRINCIPAL VNEQ-I,2018-08-30,10.1753,655316280.64
mutual fund,PRINCIPAL VNEQ-I,2018-08-31,10.0919,649941817.1
mutual fund,PRINCIPAL VNEQ-I,2018-09-04,9.9184,638769697.87
mutual fund,PRINCIPAL VNEQ-I,2018-09-05,9.8566,634791929.89
mutual fund,PRINCIPAL VNEQ-I,2018-09-06,9.7825,630015735.54
mutual fund,PRINCIPAL VNEQ-I,2018-09-07,9.9213,638957431.82
mutual fund,PRINCIPAL VNEQ-I,2018-09-10,9.9185,638773604.94
mutual fund,PRINCIPAL VNEQ-I,2018-09-11,10.048,647113102.7
mutual fund,PRINCIPAL VNEQ-I,2018-09-12,9.9898,643370638.69
mutual fund,PRINCIPAL VNEQ-I,2018-09-13,9.9842,643007823.18
mutual fund,PRINCIPAL VNEQ-I,2018-09-14,10.0109,644729473.66
mutual fund,PRINCIPAL VNEQ-I,2018-09-17,10.0246,645610785.56
mutual fund,PRINCIPAL VNEQ-I,2018-09-18,10.1019,650590501.99
mutual fund,PRINCIPAL VNEQ-I,2018-09-19,10.1366,652821429.03
mutual fund,PRINCIPAL VNEQ-I,2018-09-20,10.216,657932905.14
mutual fund,PRINCIPAL VNEQ-I,2018-09-21,10.2212,658270900.73
mutual fund,PRINCIPAL VNEQ-I,2018-09-24,10.3007,663389757.49
mutual fund,PRINCIPAL VNEQ-I,2018-09-25,10.3281,665157713.55
mutual fund,PRINCIPAL VNEQ-I,2018-09-26,10.3421,666059367.2
mutual fund,PRINCIPAL VNEQ-I,2018-09-27,10.3701,667859428.47
mutual fund,PRINCIPAL VNEQ-I,2018-09-28,10.4025,669947208.53
mutual fund,PRINCIPAL VNEQ-I,2018-10-01,10.3336,665865444.44
mutual fund,PRINCIPAL VNEQ-I,2018-10-02,10.3114,664439583.25
mutual fund,PRINCIPAL VNEQ-I,2018-10-03,10.2755,662125369.88
mutual fund,PRINCIPAL VNEQ-I,2018-10-04,10.4264,671850267.73
mutual fund,PRINCIPAL VNEQ-I,2018-10-05,10.3916,669608624.18
mutual fund,PRINCIPAL VNEQ-I,2018-10-09,10.2909,663118133.63
mutual fund,PRINCIPAL VNEQ-I,2018-10-10,10.2754,662120815.19
mutual fund,PRINCIPAL VNEQ-I,2018-10-11,9.7034,625262235.94
mutual fund,PRINCIPAL VNEQ-I,2018-10-12,9.878,636508320.64
mutual fund,PRINCIPAL VNEQ-I,2018-10-16,9.7741,629814129.15
mutual fund,PRINCIPAL VNEQ-I,2018-10-17,9.7954,631189469.86
mutual fund,PRINCIPAL VNEQ-I,2018-10-18,9.7297,626956461.53
mutual fund,PRINCIPAL VNEQ-I,2018-10-19,9.6944,624683291.52
mutual fund,PRINCIPAL VNEQ-I,2018-10-22,9.6447,621479939.5
mutual fund,PRINCIPAL VNEQ-I,2018-10-24,9.3657,603499535.13
mutual fund,PRINCIPAL VNEQ-I,2018-10-25,9.2556,596407161.87
mutual fund,PRINCIPAL VNEQ-I,2018-10-26,9.193,592370290.95
mutual fund,PRINCIPAL VNEQ-I,2018-10-29,9.1498,589586584.2
mutual fund,PRINCIPAL VNEQ-I,2018-10-30,9.1296,588285432.75
mutual fund,PRINCIPAL VNEQ-I,2018-10-31,9.3523,602639555.11
mutual fund,PRINCIPAL VNEQ-I,2018-11-01,9.2166,593895469.15
mutual fund,PRINCIPAL VNEQ-I,2018-11-02,9.3174,600388619.37
mutual fund,PRINCIPAL VNEQ-I,2018-11-05,9.4176,606841776.78
mutual fund,PRINCIPAL VNEQ-I,2018-11-06,9.4087,606268436.15
mutual fund,PRINCIPAL VNEQ-I,2018-11-07,9.3482,602371189.83
mutual fund,PRINCIPAL VNEQ-I,2018-11-08,9.4099,606350252.57
mutual fund,PRINCIPAL VNEQ-I,2018-11-09,9.2756,597693428.17
mutual fund,PRINCIPAL VNEQ-I,2018-11-13,9.1328,588493184.66
mutual fund,PRINCIPAL VNEQ-I,2018-11-14,9.0538,583398869.45
mutual fund,PRINCIPAL VNEQ-I,2018-11-15,8.9684,577901421.62
mutual fund,PRINCIPAL VNEQ-I,2018-11-16,9.0794,585052814.76
mutual fund,PRINCIPAL VNEQ-I,2018-11-19,9.1817,591641417.93
mutual fund,PRINCIPAL VNEQ-I,2018-11-20,9.204,593078146.88
mutual fund,PRINCIPAL VNEQ-I,2018-11-21,9.2578,596547059.23
mutual fund,PRINCIPAL VNEQ-I,2018-11-26,9.2754,597681533.5
mutual fund,PRINCIPAL VNEQ-I,2018-11-27,9.2664,597102686.04
mutual fund,PRINCIPAL VNEQ-I,2018-11-28,9.3179,600422278.56
mutual fund,PRINCIPAL VNEQ-I,2018-11-29,9.2657,596486169.63
mutual fund,PRINCIPAL VNEQ-I,2018-11-30,9.2312,594264034.63
mutual fund,PRINCIPAL VNEQ-I,2018-12-03,9.4721,609770917.2
mutual fund,PRINCIPAL VNEQ-I,2018-12-04,9.5737,617311171.48
mutual fund,PRINCIPAL VNEQ-I,2018-12-06,9.5669,616870796.24
mutual fund,PRINCIPAL VNEQ-I,2018-12-07,9.6336,621170700.92
