index,date,value,amount
VN100,2019-12-02,850.23,125.31K
VN100,2019-12-03,845.07,123.69K
VN100,2019-12-04,856.71,111.86K
VN100,2019-12-05,853.79,105.71K
VN100,2019-12-06,854.56,90.63K
VN100,2019-12-09,854.96,106.74K
VN100,2019-12-10,849.24,115.64K
VN100,2019-12-11,852.39,107.26K
VN100,2019-12-12,857.81,100.67K
VN100,2019-12-13,852.69,107.92K
VN100,2019-12-16,849.2,122.83K
VN100,2019-12-17,840.9,147.18K
VN100,2019-12-18,836.11,110.55K
VN100,2019-12-19,835.25,104.95K
VN100,2019-12-20,839.56,116.03K
VN100,2019-12-23,838.99,121.08K
VN100,2019-12-24,840.18,103.78K
VN100,2019-12-25,842.82,104.82K
VN100,2019-12-26,842.3,91.32K
VN100,2019-12-27,845.81,68.91K
VN100,2019-12-30,849.06,81.94K
VN100,2019-12-31,847.56,85.90K
VN100,2020-01-02,853.7,89.84K
VN100,2020-01-03,851.59,90.55K
VN100,2020-01-06,842.23,87.56K
VN100,2020-01-07,845.79,78.88K
VN100,2020-01-08,834.53,114.55K
VN100,2020-01-09,845.18,89.27K
VN100,2020-01-10,851.25,114.07K
VN100,2020-01-13,848.79,71.76K
VN100,2020-01-14,852.19,90.77K
VN100,2020-01-15,852.91,72.51K
VN100,2020-01-16,857.4,102.91K
VN100,2020-01-17,858.9,83.31K
VN100,2020-01-20,859.89,71.93K
VN100,2020-01-21,868.35,92.03K
VN100,2020-01-22,872.04,90.02K
VN100,2020-01-30,843.94,132.85K
VN100,2020-01-31,819.62,146.91K
VN100,2020-02-03,811.61,180.67K
VN100,2020-02-04,811.88,128.79K
VN100,2020-02-05,812.45,111.60K
VN100,2020-02-06,828.28,155.00K
VN100,2020-02-07,830.19,118.43K
VN100,2020-02-10,821.29,85.51K
VN100,2020-02-11,824.03,110.34K
VN100,2020-02-12,829.84,133.55K
VN100,2020-02-13,830.57,100.56K
VN100,2020-02-14,831.84,115.10K
VN100,2020-02-17,830.6,99.85K
VN100,2020-02-18,825.48,108.42K
VN100,2020-02-19,827.11,102.57K
VN100,2020-02-20,835.35,114.55K
VN100,2020-02-21,833.14,116.30K
VN100,2020-02-24,804.18,184.48K
VN100,2020-02-25,812.78,122.39K
VN100,2020-02-26,803.94,91.00K
VN100,2020-02-27,809.34,90.08K
VN100,2020-02-28,795.14,126.42K
VN100,2020-03-02,797.99,112.31K
VN100,2020-03-03,801.42,119.75K
VN100,2020-03-04,802.08,131.57K
VN100,2020-03-05,803.07,137.03K
VN100,2020-03-06,800.55,105.71K
VN100,2020-03-09,749.77,185.73K
VN100,2020-03-10,755.82,156.12K
VN100,2020-03-11,731.22,171.19K
VN100,2020-03-12,694.44,217.75K
VN100,2020-03-13,690.2,200.10K
VN100,2020-03-16,676.14,151.58K
VN100,2020-03-17,675.96,140.33K
VN100,2020-03-18,676.93,144.82K
VN100,2020-03-19,658.58,146.28K
VN100,2020-03-20,649.18,127.78K
VN100,2020-03-23,609.95,156.93K
VN100,2020-03-24,601.04,148.33K
VN100,2020-03-25,626.98,139.14K
VN100,2020-03-26,624.7,122.19K
VN100,2020-03-27,622.08,157.96K
VN100,2020-03-30,593.95,133.89K
VN100,2020-03-31,591.14,146.73K
VN100,2020-04-01,606.5,144.06K
VN100,2020-04-03,625.3,136.09K
VN100,2020-04-06,656.73,203.09K
VN100,2020-04-07,668.2,205.85K
VN100,2020-04-08,668.1,150.68K
VN100,2020-04-09,675.07,193.99K
VN100,2020-04-10,672.13,219.37K
VN100,2020-04-13,681.01,144.32K
VN100,2020-04-14,686.58,165.65K
VN100,2020-04-15,695.16,175.21K
VN100,2020-04-16,698.89,152.26K
VN100,2020-04-17,707.39,191.68K
VN100,2020-04-20,709.52,220.42K
VN100,2020-04-21,682.14,259.81K
VN100,2020-04-22,687.37,155.91K
VN100,2020-04-23,690.61,126.93K
VN100,2020-04-24,696.74,157.47K
VN100,2020-04-27,693.11,176.84K
VN100,2020-04-28,690.13,136.16K
VN100,2020-04-29,690.07,141.00K
VN100,2020-05-04,684.46,172.76K
VN100,2020-05-05,686.9,103.99K
VN100,2020-05-06,701.49,141.82K
VN100,2020-05-07,713.04,152.96K
VN100,2020-05-08,729.45,250.97K
VN100,2020-05-11,744.88,194.96K
VN100,2020-05-12,752.28,209.66K
VN100,2020-05-13,752.82,233.00K
VN100,2020-05-14,750.91,185.29K
VN100,2020-05-15,745.15,173.84K
VN100,2020-05-18,755.06,156.62K
VN100,2020-05-19,765.62,219.17K
VN100,2020-05-20,771.01,174.82K
VN100,2020-05-21,780.19,218.17K
VN100,2020-05-22,769.55,189.45K
VN100,2020-05-25,775.8,174.25K
VN100,2020-05-26,783.4,223.84K
VN100,2020-05-27,770.23,253.19K
VN100,2020-05-28,772.92,182.38K
VN100,2020-05-29,776.17,174.19K
VN100,2020-06-01,790.09,285.60K
VN100,2020-06-02,786.31,326.51K
VN100,2020-06-03,792.12,193.04K
VN100,2020-06-04,792.71,272.99K
VN100,2020-06-05,796.76,291.35K
VN100,2020-06-08,808.98,325.00K
VN100,2020-06-09,807.98,298.02K
VN100,2020-06-10,810.22,362.85K
VN100,2020-06-11,780.19,426.76K
VN100,2020-06-12,779.14,365.94K
VN100,2020-06-15,750.82,304.23K
VN100,2020-06-16,772.3,195.75K
VN100,2020-06-17,770.12,170.40K
VN100,2020-06-18,770.57,127.88K
VN100,2020-06-19,783.16,214.20K
VN100,2020-06-22,786.08,199.63K
VN100,2020-06-23,783.71,244.79K
VN100,2020-06-24,777.02,210.86K
VN100,2020-06-25,772.56,187.74K
VN100,2020-06-26,770.6,166.17K
VN100,2020-06-29,750.2,219.82K
VN100,2020-06-30,746.86,191.83K
VN100,2020-07-01,762.49,156.08K
VN100,2020-07-02,761.04,132.36K
VN100,2020-07-03,765.33,106.59K
VN100,2020-07-06,777.79,130.74K
VN100,2020-07-07,778.7,201.21K
VN100,2020-07-08,778.65,118.37K
VN100,2020-07-09,789.35,168.18K
VN100,2020-07-10,783.29,155.98K
VN100,2020-07-13,780.92,134.99K
VN100,2020-07-14,781.63,126.39K
VN100,2020-07-15,785.1,133.29K
VN100,2020-07-16,793.21,142.76K
VN100,2020-07-17,788.07,151.21K
VN100,2020-07-20,777.75,169.47K
VN100,2020-07-21,778.67,149.30K
VN100,2020-07-22,772.48,137.70K
VN100,2020-07-23,774.51,143.20K
VN100,2020-07-24,748.0,299.85K
VN100,2020-07-27,707.37,262.58K
VN100,2020-07-28,733.3,211.59K
VN100,2020-07-29,713.11,208.41K
VN100,2020-07-30,723.78,103.82K
VN100,2020-07-31,719.36,145.37K
VN100,2020-08-03,735.05,156.67K
VN100,2020-08-04,745.31,142.69K
VN100,2020-08-05,755.7,170.78K
VN100,2020-08-06,756.83,144.61K
VN100,2020-08-07,757.88,151.55K
VN100,2020-08-10,760.57,180.57K
VN100,2020-08-11,760.54,141.95K
VN100,2020-08-12,763.57,152.84K
VN100,2020-08-13,769.7,143.74K
VN100,2020-08-14,766.64,183.42K
VN100,2020-08-17,766.96,130.38K
VN100,2020-08-18,763.49,118.58K
VN100,2020-08-19,766.49,136.93K
VN100,2020-08-20,763.88,148.57K
VN100,2020-08-21,770.87,171.03K
VN100,2020-08-24,784.94,217.49K
VN100,2020-08-25,789.93,218.52K
VN100,2020-08-26,788.7,206.67K
VN100,2020-08-27,790.74,176.62K
VN100,2020-08-28,795.4,208.40K
VN100,2020-08-31,795.94,192.70K
VN100,2020-09-01,805.11,183.13K
VN100,2020-09-03,815.71,212.09K
VN100,2020-09-04,813.75,207.84K
VN100,2020-09-07,800.52,238.68K
VN100,2020-09-08,803.1,160.31K
VN100,2020-09-09,801.8,182.19K
VN100,2020-09-10,803.53,164.63K
VN100,2020-09-11,803.75,155.94K
VN100,2020-09-14,810.34,207.32K
VN100,2020-09-15,811.97,210.19K
VN100,2020-09-16,813.59,176.13K
VN100,2020-09-17,810.8,244.37K
VN100,2020-09-18,819.16,206.70K
VN100,2020-09-21,828.13,234.08K
VN100,2020-09-22,828.39,259.61K
VN100,2020-09-23,833.24,232.56K
VN100,2020-09-24,828.45,218.84K
VN100,2020-09-25,828.51,219.74K
VN100,2020-09-28,835.2,276.65K
VN100,2020-09-29,828.15,304.72K
VN100,2020-09-30,831.02,216.98K
VN100,2020-10-01,840.54,226.43K
VN100,2020-10-02,835.86,354.75K
VN100,2020-10-05,842.13,292.18K
VN100,2020-10-06,844.74,323.12K
VN100,2020-10-07,844.57,329.81K
VN100,2020-10-08,842.49,306.28K
VN100,2020-10-09,846.75,234.27K
VN100,2020-10-12,846.03,282.58K
VN100,2020-10-13,848.78,228.87K
VN100,2020-10-14,859.11,285.51K
VN100,2020-10-15,864.39,330.66K
VN100,2020-10-16,865.76,291.32K
VN100,2020-10-19,867.3,260.55K
VN100,2020-10-20,872.0,286.90K
VN100,2020-10-21,868.04,269.86K
VN100,2020-10-22,878.61,227.26K
VN100,2020-10-23,890.21,270.77K
VN100,2020-10-26,880.62,289.97K
VN100,2020-10-27,875.78,308.79K
VN100,2020-10-28,850.35,313.46K
VN100,2020-10-29,849.86,247.63K
VN100,2020-10-30,856.49,217.15K
VN100,2020-11-02,862.92,190.73K
VN100,2020-11-03,865.47,206.03K
VN100,2020-11-04,869.83,240.26K
VN100,2020-11-05,867.97,186.87K
VN100,2020-11-06,868.11,178.80K
VN100,2020-11-09,882.31,259.04K
VN100,2020-11-10,881.17,299.26K
VN100,2020-11-11,881.46,252.59K
VN100,2020-11-12,888.02,211.38K
VN100,2020-11-13,895.41,287.72K
VN100,2020-11-16,880.93,343.95K
VN100,2020-11-17,898.54,255.11K
VN100,2020-11-18,901.58,299.17K
VN100,2020-11-19,906.5,330.18K
VN100,2020-11-20,912.86,310.54K
VN100,2020-11-23,920.38,305.87K
VN100,2020-11-24,921.76,357.28K
VN100,2020-11-25,922.54,309.55K
VN100,2020-11-26,924.99,284.60K
VN100,2020-11-27,931.01,259.24K
VN100,2020-11-30,926.76,317.13K
VN100,2020-12-01,935.82,386.81K
VN100,2020-12-02,939.62,333.79K
VN100,2020-12-03,945.84,344.74K
VN100,2020-12-04,945.36,368.92K
VN100,2020-12-07,951.86,308.28K
VN100,2020-12-08,953.04,342.99K
VN100,2020-12-09,961.71,342.29K
VN100,2020-12-10,952.46,361.02K
VN100,2020-12-11,965.6,273.17K
VN100,2020-12-14,980.95,320.31K
VN100,2020-12-15,972.39,406.11K
VN100,2020-12-16,985.46,367.07K
VN100,2020-12-17,974.16,422.05K
VN100,2020-12-18,991.24,364.64K
VN100,2020-12-21,1005.34,412.71K
VN100,2020-12-22,1010.22,439.62K
VN100,2020-12-23,1004.79,434.81K
VN100,2020-12-24,993.84,443.51K
VN100,2020-12-25,1010.81,354.53K
VN100,2020-12-28,1014.09,427.27K
VN100,2020-12-29,1020.38,370.96K
VN100,2020-12-30,1020.64,368.64K
VN100,2020-12-31,1030.3,301.33K
VN100,2021-01-04,1050.17,435.30K
VN100,2021-01-05,1063.51,398.23K
VN100,2021-01-06,1069.61,440.14K
VN100,2021-01-07,1085.0,433.55K
VN100,2021-01-08,1100.14,451.70K
VN100,2021-01-11,1117.31,460.95K
VN100,2021-01-12,1124.28,412.74K
VN100,2021-01-13,1117.43,418.46K
VN100,2021-01-14,1121.93,452.09K
VN100,2021-01-15,1134.45,464.74K
VN100,2021-01-18,1129.9,431.53K
VN100,2021-01-19,1069.81,572.64K
VN100,2021-01-20,1075.8,497.55K
VN100,2021-01-21,1107.82,410.52K
VN100,2021-01-22,1113.52,459.28K
VN100,2021-01-25,1115.4,418.23K
VN100,2021-01-26,1087.22,489.93K
VN100,2021-01-27,1047.45,496.20K
VN100,2021-01-28,977.43,480.70K
VN100,2021-01-29,1013.96,513.30K
VN100,2021-02-01,992.71,388.76K
VN100,2021-02-02,1036.74,378.79K
VN100,2021-02-03,1072.7,459.76K
VN100,2021-02-04,1072.95,324.88K
VN100,2021-02-05,1089.11,311.59K
VN100,2021-02-08,1047.53,448.51K
VN100,2021-02-09,1081.05,337.85K
VN100,2021-02-17,1123.9,352.31K
VN100,2021-02-18,1138.15,408.88K
VN100,2021-02-19,1132.36,338.86K
VN100,2021-02-22,1133.04,361.04K
VN100,2021-02-23,1133.16,368.87K
VN100,2021-02-24,1118.0,362.68K
VN100,2021-02-25,1120.14,311.29K
VN100,2021-02-26,1123.44,342.90K
VN100,2021-03-01,1141.22,377.47K
VN100,2021-03-02,1142.29,344.46K
VN100,2021-03-03,1142.98,348.99K
VN100,2021-03-04,1124.28,404.33K
VN100,2021-03-05,1123.45,373.89K
VN100,2021-03-08,1122.18,361.91K
VN100,2021-03-09,1117.14,351.75K
VN100,2021-03-10,1126.55,351.75K
VN100,2021-03-11,1140.03,361.30K
VN100,2021-03-12,1139.25,342.69K
VN100,2021-03-15,1142.07,367.71K
VN100,2021-03-16,1139.96,390.11K
VN100,2021-03-17,1143.37,414.80K
VN100,2021-03-18,1159.35,352.40K
VN100,2021-03-19,1155.64,391.16K
VN100,2021-03-22,1151.61,388.65K
VN100,2021-03-23,1140.26,389.87K
VN100,2021-03-24,1120.08,414.40K
VN100,2021-03-25,1120.05,382.36K
VN100,2021-03-26,1121.34,416.19K
VN100,2021-03-29,1134.62,354.04K
VN100,2021-03-30,1146.87,444.68K
VN100,2021-03-31,1151.78,416.90K
VN100,2021-04-01,1179.02,419.72K
VN100,2021-04-02,1188.8,391.81K
VN100,2021-04-05,1199.3,399.36K
VN100,2021-04-06,1204.83,415.80K
VN100,2021-04-07,1208.16,417.92K
VN100,2021-04-08,1203.34,389.78K
VN100,2021-04-09,1204.24,412.15K
VN100,2021-04-12,1228.94,548.44K
VN100,2021-04-13,1228.16,598.69K
VN100,2021-04-14,1239.48,508.47K
VN100,2021-04-15,1234.15,478.83K
VN100,2021-04-16,1226.69,612.99K
VN100,2021-04-19,1251.04,484.19K
VN100,2021-04-20,1255.57,477.35K
VN100,2021-04-22,1213.07,477.67K
VN100,2021-04-23,1240.09,446.29K
VN100,2021-04-26,1211.69,456.71K
VN100,2021-04-27,1217.72,345.04K
VN100,2021-04-28,1228.18,364.04K
VN100,2021-04-29,1241.16,393.22K
VN100,2021-05-04,1250.72,490.34K
VN100,2021-05-05,1267.45,431.09K
VN100,2021-05-06,1264.47,433.33K
VN100,2021-05-07,1258.73,494.44K
VN100,2021-05-10,1281.84,471.49K
VN100,2021-05-11,1274.81,467.36K
VN100,2021-05-12,1292.31,450.58K
VN100,2021-05-13,1283.63,453.03K
VN100,2021-05-14,1290.67,441.47K
VN100,2021-05-17,1282.89,448.94K
VN100,2021-05-18,1283.92,439.62K
VN100,2021-05-19,1301.01,450.39K
VN100,2021-05-20,1317.77,454.39K
VN100,2021-05-21,1321.42,435.86K
VN100,2021-05-24,1329.95,471.29K
VN100,2021-05-25,1341.41,407.25K
VN100,2021-05-26,1351.28,434.12K
VN100,2021-05-27,1337.98,463.29K
VN100,2021-05-28,1356.89,490.49K
VN100,2021-05-31,1369.07,474.03K
VN100,2021-06-01,1376.37,407.60K
VN100,2021-06-02,1373.48,529.26K
VN100,2021-06-03,1398.66,569.55K
VN100,2021-06-04,1406.5,613.01K
VN100,2021-06-07,1388.27,580.70K
VN100,2021-06-08,1346.07,603.68K
VN100,2021-06-09,1360.73,531.01K
VN100,2021-06-10,1354.16,482.04K
VN100,2021-06-11,1384.81,467.33K
VN100,2021-06-14,1395.28,498.45K
VN100,2021-06-15,1394.02,488.28K
VN100,2021-06-16,1375.91,501.81K
VN100,2021-06-17,1375.78,496.87K
VN100,2021-06-18,1393.56,512.97K
VN100,2021-06-21,1389.51,483.28K
VN100,2021-06-22,1397.0,455.58K
VN100,2021-06-23,1394.03,431.53K
VN100,2021-06-24,1391.57,360.64K
VN100,2021-06-25,1402.33,363.87K
VN100,2021-06-28,1421.13,423.83K
VN100,2021-06-29,1428.25,392.60K
VN100,2021-06-30,1426.57,360.39K
VN100,2021-07-01,1440.27,477.53K
VN100,2021-07-02,1447.47,441.94K
VN100,2021-07-05,1445.27,546.66K
VN100,2021-07-06,1382.1,533.22K
VN100,2021-07-07,1420.95,522.98K
VN100,2021-07-08,1404.39,382.84K
VN100,2021-07-09,1378.39,523.31K
VN100,2021-07-12,1330.48,665.38K
VN100,2021-07-13,1332.14,334.50K
VN100,2021-07-14,1308.16,388.48K
VN100,2021-07-15,1326.24,306.86K
VN100,2021-07-16,1332.18,281.33K
VN100,2021-07-19,1275.15,494.78K
VN100,2021-07-20,1306.88,381.70K
VN100,2021-07-21,1304.82,276.54K
VN100,2021-07-22,1327.95,344.96K
VN100,2021-07-23,1302.16,395.51K
VN100,2021-07-26,1306.76,327.89K
VN100,2021-07-27,1311.48,382.89K
VN100,2021-07-28,1309.18,244.36K
VN100,2021-07-29,1327.34,306.84K
VN100,2021-07-30,1345.64,408.37K
VN100,2021-08-02,1345.82,414.59K
VN100,2021-08-03,1364.9,446.86K
VN100,2021-08-04,1368.26,441.44K
VN100,2021-08-05,1382.34,393.95K
VN100,2021-08-06,1374.72,462.55K
VN100,2021-08-09,1395.21,440.55K
VN100,2021-08-10,1394.57,458.85K
VN100,2021-08-11,1387.67,536.78K
VN100,2021-08-12,1379.55,462.75K
VN100,2021-08-13,1386.36,492.62K
VN100,2021-08-16,1402.87,569.89K
VN100,2021-08-17,1397.56,493.70K
VN100,2021-08-18,1393.86,443.51K
VN100,2021-08-19,1406.75,438.66K
VN100,2021-08-20,1357.29,803.99K
VN100,2021-08-23,1321.77,529.61K
VN100,2021-08-24,1323.99,433.33K
VN100,2021-08-25,1334.49,320.31K
VN100,2021-08-26,1323.84,340.66K
VN100,2021-08-27,1332.97,449.14K
VN100,2021-08-30,1348.61,403.49K
VN100,2021-08-31,1348.47,458.08K
VN100,2021-09-01,1348.15,429.61K
VN100,2021-09-06,1363.05,549.47K
VN100,2021-09-07,1361.48,522.69K
VN100,2021-09-08,1352.51,374.06K
VN100,2021-09-09,1364.66,369.00K
VN100,2021-09-10,1365.23,321.12K
VN100,2021-09-13,1359.57,441.01K
VN100,2021-09-14,1352.37,362.97K
VN100,2021-09-15,1359.81,322.71K
VN100,2021-09-16,1362.39,304.02K
VN100,2021-09-17,1371.31,467.73K
VN100,2021-09-20,1373.18,483.71K
VN100,2021-09-21,1363.9,470.81K
VN100,2021-09-22,1372.2,374.01K
VN100,2021-09-23,1373.88,445.73K
VN100,2021-09-24,1372.9,361.39K
VN100,2021-09-27,1347.41,410.95K
VN100,2021-09-28,1361.2,337.62K
VN100,2021-09-29,1359.61,352.77K
VN100,2021-09-30,1363.18,274.23K
VN100,2021-10-01,1351.64,394.53K
VN100,2021-10-04,1353.26,455.95K
VN100,2021-10-05,1365.74,367.62K
VN100,2021-10-06,1371.47,361.60K
VN100,2021-10-07,1374.84,376.06K
VN100,2021-10-08,1385.22,336.15K
VN100,2021-10-11,1413.52,423.88K
VN100,2021-10-12,1414.81,395.36K
VN100,2021-10-13,1412.24,339.72K
VN100,2021-10-14,1412.73,397.33K
VN100,2021-10-15,1414.44,390.61K
VN100,2021-10-18,1417.81,438.28K
VN100,2021-10-19,1415.27,336.35K
VN100,2021-10-20,1414.35,400.44K
VN100,2021-10-21,1405.06,374.09K
VN100,2021-10-22,1407.64,379.43K
VN100,2021-10-25,1397.66,456.24K
VN100,2021-10-26,1405.19,370.28K
VN100,2021-10-27,1435.42,481.53K
VN100,2021-10-28,1447.69,451.42K
VN100,2021-10-29,1450.46,506.32K
VN100,2021-11-01,1443.45,605.92K
VN100,2021-11-02,1454.95,501.40K
VN100,2021-11-03,1455.47,792.37K
VN100,2021-11-04,1457.56,434.01K
VN100,2021-11-05,1463.93,425.08K
VN100,2021-11-08,1472.84,575.65K
VN100,2021-11-09,1469.59,540.56K
VN100,2021-11-10,1471.1,515.03K
VN100,2021-11-11,1466.2,665.35K
VN100,2021-11-12,1483.23,456.43K
VN100,2021-11-15,1486.4,634.60K
VN100,2021-11-16,1474.5,602.84K
VN100,2021-11-17,1478.94,420.66K
VN100,2021-11-18,1471.49,593.68K
VN100,2021-11-19,1464.26,815.56K
VN100,2021-11-22,1467.24,683.13K
VN100,2021-11-23,1481.33,452.20K
VN100,2021-11-24,1511.65,682.07K
VN100,2021-11-25,1523.89,569.19K
VN100,2021-11-26,1517.47,587.22K
VN100,2021-11-29,1509.51,569.91K
VN100,2021-11-30,1500.02,613.16K
VN100,2021-12-01,1510.29,455.36K
VN100,2021-12-02,1502.58,406.15K
VN100,2021-12-03,1462.41,559.86K
VN100,2021-12-06,1431.72,589.00K
VN100,2021-12-07,1464.27,384.90K
VN100,2021-12-08,1470.04,408.89K
VN100,2021-12-09,1486.05,345.47K
VN100,2021-12-10,1479.63,436.75K
VN100,2021-12-13,1488.31,454.98K
VN100,2021-12-14,1488.45,477.51K
VN100,2021-12-15,1489.61,476.93K
VN100,2021-12-16,1488.31,489.95K
VN100,2021-12-17,1492.37,572.27K
VN100,2021-12-20,1490.15,491.79K
VN100,2021-12-21,1493.14,486.18K
VN100,2021-12-22,1490.57,565.83K
VN100,2021-12-23,1466.01,676.14K
VN100,2021-12-24,1492.58,459.28K
VN100,2021-12-27,1504.87,390.85K
VN100,2021-12-28,1516.26,509.15K
VN100,2021-12-29,1507.14,424.10K
VN100,2021-12-30,1509.27,378.74K
VN100,2021-12-31,1524.25,459.62K
VN100,2022-01-04,1548.7,477.19K
VN100,2022-01-05,1542.45,579.30K
VN100,2022-01-06,1545.98,609.13K
VN100,2022-01-07,1539.67,514.24K
VN100,2022-01-10,1514.3,734.37K
VN100,2022-01-11,1500.82,672.93K
VN100,2022-01-12,1520.92,673.09K
VN100,2022-01-13,1505.81,584.01K
VN100,2022-01-14,1500.95,405.36K
VN100,2022-01-17,1448.93,571.46K
VN100,2022-01-18,1436.61,437.42K
VN100,2022-01-19,1444.44,325.08K
VN100,2022-01-20,1461.6,423.09K
VN100,2022-01-21,1470.35,478.25K
VN100,2022-01-24,1431.79,493.20K
VN100,2022-01-25,1474.2,425.06K
VN100,2022-01-26,1480.53,486.30K
VN100,2022-01-27,1470.75,326.85K
VN100,2022-01-28,1484.58,407.46K
VN100,2022-02-07,1495.5,359.25K
VN100,2022-02-08,1502.85,464.69K
VN100,2022-02-09,1508.03,496.08K
VN100,2022-02-10,1505.82,411.84K
VN100,2022-02-11,1504.56,375.13K
VN100,2022-02-14,1467.36,506.59K
VN100,2022-02-15,1490.01,366.10K
VN100,2022-02-16,1490.17,370.14K
VN100,2022-02-17,1505.37,363.30K
VN100,2022-02-18,1502.62,410.69K
VN100,2022-02-21,1507.93,422.96K
VN100,2022-02-22,1501.1,535.13K
VN100,2022-02-23,1510.01,403.79K
VN100,2022-02-24,1493.99,678.20K
VN100,2022-02-25,1501.67,461.49K
VN100,2022-02-28,1492.72,434.60K
VN100,2022-03-01,1499.95,478.72K
VN100,2022-03-02,1480.61,585.25K
VN100,2022-03-03,1503.55,555.41K
VN100,2022-03-04,1506.83,509.16K
VN100,2022-03-07,1495.71,530.74K
VN100,2022-03-08,1471.89,591.50K
VN100,2022-03-09,1474.14,531.23K
VN100,2022-03-10,1478.09,357.22K
VN100,2022-03-11,1466.85,496.75K
VN100,2022-03-14,1448.6,475.97K
VN100,2022-03-15,1458.1,376.03K
VN100,2022-03-16,1464.5,299.23K
VN100,2022-03-17,1463.36,370.98K
VN100,2022-03-18,1469.74,403.35K
VN100,2022-03-21,1495.49,386.54K
VN100,2022-03-22,1507.11,489.68K
VN100,2022-03-23,1504.44,439.01K
VN100,2022-03-24,1499.19,410.56K
VN100,2022-03-25,1500.7,382.26K
VN100,2022-03-28,1485.61,547.00K
VN100,2022-03-29,1501.3,347.97K
VN100,2022-03-30,1496.26,470.63K
VN100,2022-03-31,1499.71,337.05K
VN100,2022-04-01,1529.68,501.93K
VN100,2022-04-04,1533.73,458.58K
VN100,2022-04-05,1526.58,381.92K
VN100,2022-04-06,1534.69,538.60K
VN100,2022-04-07,1515.9,468.94K
VN100,2022-04-08,1494.39,422.75K
VN100,2022-04-12,1470.83,386.17K
VN100,2022-04-13,1494.67,378.44K
VN100,2022-04-14,1489.33,293.79K
VN100,2022-04-15,1466.58,406.78K
VN100,2022-04-18,1437.72,483.07K
VN100,2022-04-19,1407.69,404.78K
VN100,2022-04-20,1392.24,405.45K
VN100,2022-04-21,1382.64,473.85K
VN100,2022-04-22,1391.65,447.04K
VN100,2022-04-25,1315.66,439.60K
VN100,2022-04-26,1348.52,429.00K
VN100,2022-04-27,1357.98,280.09K
VN100,2022-04-28,1356.25,267.30K
VN100,2022-04-29,1376.0,329.13K
VN100,2022-05-04,1349.34,293.53K
VN100,2022-05-05,1358.12,326.77K
VN100,2022-05-06,1324.63,338.03K
VN100,2022-05-09,1263.57,413.31K
VN100,2022-05-10,1288.61,386.92K
VN100,2022-05-11,1297.38,231.28K
VN100,2022-05-12,1229.9,326.53K
VN100,2022-05-13,1172.6,476.10K
VN100,2022-05-16,1162.39,362.79K
VN100,2022-05-17,1222.72,350.70K
VN100,2022-05-18,1234.3,333.65K
VN100,2022-05-19,1233.78,296.18K
VN100,2022-05-20,1235.46,280.53K
VN100,2022-05-23,1210.34,306.64K
VN100,2022-05-24,1226.68,313.73K
VN100,2022-05-25,1266.33,390.31K
VN100,2022-05-26,1266.14,306.55K
VN100,2022-05-27,1288.85,331.00K
VN100,2022-05-30,1297.08,284.12K
VN100,2022-05-31,1288.77,320.96K
VN100,2022-06-01,1291.48,312.85K
VN100,2022-06-02,1279.87,327.96K
VN100,2022-06-03,1281.77,260.20K
VN100,2022-06-06,1279.29,332.18K
VN100,2022-06-07,1277.33,385.87K
VN100,2022-06-08,1299.04,365.01K
VN100,2022-06-09,1300.35,293.79K
VN100,2022-06-10,1279.23,370.69K
VN100,2022-06-13,1215.45,447.71K
VN100,2022-06-14,1214.61,342.36K
VN100,2022-06-15,1201.23,419.49K
VN100,2022-06-16,1223.95,356.79K
VN100,2022-06-17,1200.28,465.17K
VN100,2022-06-20,1164.33,408.02K
VN100,2022-06-21,1155.46,417.56K
VN100,2022-06-22,1161.32,344.99K
VN100,2022-06-23,1181.06,249.37K
VN100,2022-06-24,1178.27,257.52K
VN100,2022-06-27,1197.34,285.42K
VN100,2022-06-28,1214.12,349.13K
VN100,2022-06-29,1214.42,331.49K
VN100,2022-06-30,1189.5,310.63K
VN100,2022-07-01,1194.16,312.51K
VN100,2022-07-04,1192.85,268.73K
VN100,2022-07-05,1181.62,353.78K
VN100,2022-07-06,1151.69,331.76K
VN100,2022-07-07,1167.22,231.59K
VN100,2022-07-08,1174.34,299.35K
VN100,2022-07-11,1155.08,317.00K
VN100,2022-07-12,1171.95,300.65K
VN100,2022-07-13,1169.68,307.77K
VN100,2022-07-14,1176.26,315.08K
VN100,2022-07-15,1174.82,367.88K
VN100,2022-07-18,1171.29,298.11K
VN100,2022-07-19,1170.45,291.34K
VN100,2022-07-20,1185.85,362.12K
VN100,2022-07-21,1192.74,316.24K
VN100,2022-07-22,1187.53,281.29K
VN100,2022-07-25,1180.43,254.68K
VN100,2022-07-26,1175.15,248.85K
VN100,2022-07-27,1179.45,252.45K
VN100,2022-07-28,1196.16,415.15K
VN100,2022-07-29,1191.79,351.76K
VN100,2022-08-01,1216.7,477.68K
VN100,2022-08-02,1224.3,465.76K
VN100,2022-08-03,1230.97,471.69K
VN100,2022-08-04,1234.97,437.74K
VN100,2022-08-05,1233.39,405.34K
VN100,2022-08-08,1238.1,386.34K
VN100,2022-08-09,1242.37,411.35K
VN100,2022-08-10,1239.31,374.20K
VN100,2022-08-11,1231.47,494.33K
VN100,2022-08-12,1241.68,335.43K
VN100,2022-08-15,1255.46,409.79K
VN100,2022-08-16,1257.15,393.02K
VN100,2022-08-17,1259.04,419.52K
VN100,2022-08-18,1256.97,368.61K
