"Date","Price","Open","High","Low","Vol.","Change %"
"12/06/2022","578.86","582.88","587.09","578.44","1.50B","-0.61%"
"12/02/2022","582.39","581.13","582.87","578.74","1.18B","0.44%"
"12/01/2022","579.81","583.36","584.70","578.72","989.62M","0.42%"
"11/30/2022","577.38","576.78","583.63","574.98","1.37B","0.47%"
"11/29/2022","574.70","576.87","579.82","573.34","1.00B","-0.08%"
"11/28/2022","575.18","581.51","582.94","573.12","1.85B","-1.24%"
"11/25/2022","582.43","579.98","584.94","578.30","2.86B","0.34%"
"11/24/2022","580.47","588.72","590.76","578.22","6.44B","-1.59%"
"11/23/2022","589.86","586.61","590.19","584.93","1.15B","0.61%"
"11/22/2022","586.31","592.42","596.55","586.14","942.88M","-1.53%"
"11/21/2022","595.44","597.21","599.15","593.85","1.32B","-0.87%"
"11/18/2022","600.68","612.19","612.76","599.48","1.02B","-1.67%"
"11/17/2022","610.91","610.22","613.12","608.00","867.31M","0.09%"
"11/16/2022","610.36","612.29","615.61","608.98","710.90M","-0.09%"
"11/15/2022","610.94","612.56","613.95","608.48","767.89M","-0.84%"
"11/14/2022","616.13","622.61","623.01","613.16","1.78B","-1.50%"
"11/11/2022","625.51","627.02","629.13","618.59","1.11B","0.08%"
"11/10/2022","625.04","641.86","643.84","625.04","4.01B","-2.60%"
"11/09/2022","641.75","645.54","646.43","637.32","1.20B","-0.61%"
"11/08/2022","645.68","649.60","651.24","644.60","1.09B","-0.29%"
"11/07/2022","647.58","647.25","650.37","642.71","1.27B","0.37%"
"11/04/2022","645.20","646.12","647.92","643.19","1.12B","-0.09%"
"11/03/2022","645.78","639.90","646.66","639.69","1.62B","0.82%"
"11/02/2022","640.52","651.13","651.29","640.52","1.63B","-1.28%"
"11/01/2022","648.82","647.85","650.22","643.10","1.20B","0.45%"
"10/31/2022","645.93","647.88","650.79","642.86","1.25B","0.52%"
"10/28/2022","642.56","644.07","652.01","641.67","1.32B","0.29%"
"10/27/2022","640.69","641.26","644.40","637.33","1.41B","0.19%"
"10/26/2022","639.47","641.63","648.50","638.39","1.18B","-0.13%"
"10/25/2022","640.33","646.77","648.52","636.74","1.67B","-0.77%"
"10/21/2022","645.27","645.56","650.70","644.04","1.18B","-0.10%"
"10/20/2022","645.93","640.37","648.19","639.64","1.53B","0.66%"
"10/19/2022","641.70","645.77","646.87","638.99","2.20B","-0.12%"
"10/18/2022","642.48","634.59","646.17","633.81","2.15B","1.67%"
"10/17/2022","631.94","632.08","637.65","629.22","1.71B","0.10%"
"10/12/2022","631.31","629.77","632.53","625.68","1.59B","0.47%"
"10/11/2022","628.36","635.35","638.13","627.97","1.39B","-1.21%"
"10/10/2022","636.05","637.86","643.58","635.77","1.31B","-0.90%"
"10/07/2022","641.84","648.75","650.00","638.01","1.19B","-0.86%"
"10/06/2022","647.44","651.16","657.11","637.69","2.27B","0.01%"
"10/05/2022","647.40","651.72","655.58","647.07","2.24B","-0.03%"
"10/04/2022","647.60","650.89","652.39","642.75","1.79B","1.07%"
"10/03/2022","640.72","652.95","655.58","638.48","3.09B","-1.92%"
"09/30/2022","653.29","652.50","657.03","648.21","1.79B","0.02%"
"09/29/2022","653.17","663.85","669.43","650.18","2.32B","-0.80%"
"09/28/2022","658.45","661.88","663.08","655.16","1.93B","-0.96%"
"09/27/2022","664.82","679.30","683.46","663.59","3.51B","-1.92%"
"09/26/2022","677.81","676.83","681.59","674.77","2.45B","-0.20%"
"09/23/2022","679.19","684.14","685.62","677.07","2.03B","-0.30%"
"09/22/2022","681.25","666.57","682.75","665.25","2.35B","2.19%"
"09/21/2022","666.62","670.23","673.63","665.37","2.76B","-0.40%"
"09/20/2022","669.29","676.40","681.31","669.29","3.11B","-0.44%"
"09/19/2022","672.28","678.50","682.30","670.59","2.77B","-0.48%"
"09/16/2022","675.52","689.11","690.98","672.77","2.09B","-2.00%"
"09/15/2022","689.31","688.66","696.10","685.25","2.67B","0.39%"
"09/14/2022","686.60","673.55","688.48","672.97","1.55B","0.40%"
"09/13/2022","683.86","676.29","687.21","675.63","1.66B","1.55%"
"09/12/2022","673.39","672.14","676.24","667.87","1.40B","0.96%"
"09/09/2022","666.98","671.56","673.80","666.21","1.58B","-0.41%"
"09/08/2022","669.70","668.86","673.74","665.48","1.96B","0.98%"
"09/07/2022","663.19","656.59","667.37","655.43","2.18B","0.91%"
"09/06/2022","657.24","648.88","658.30","648.32","2.61B","1.08%"
"09/05/2022","650.19","636.06","650.19","634.59","1.82B","2.54%"
"09/02/2022","634.11","633.81","637.69","629.26","996.42M","-0.01%"
"09/01/2022","634.20","641.12","645.21","633.00","1.37B","-1.09%"
"08/31/2022","641.19","645.29","648.47","639.68","1.35B","-0.56%"
"08/30/2022","644.83","643.40","647.27","641.64","1.07B","0.75%"
"08/29/2022","640.00","628.54","643.11","627.89","1.19B","-0.46%"
"08/26/2022","642.97","653.93","654.17","638.29","1.93B","-1.45%"
"08/25/2022","652.43","642.69","652.43","642.66","1.52B","1.76%"
"08/24/2022","641.12","648.68","649.60","639.44","1.92B","-0.86%"
"08/23/2022","646.70","639.97","648.23","637.39","2.11B","0.79%"
"08/22/2022","641.60","624.13","641.61","624.00","2.03B","2.70%"
"08/19/2022","624.76","627.56","629.67","620.82","1.50B","0.00%"
"08/18/2022","624.74","615.21","626.65","613.79","1.28B","1.52%"
"08/17/2022","615.37","610.09","616.71","609.64","1.51B","1.08%"
"08/16/2022","608.79","618.08","618.82","608.79","2.01B","-1.07%"
"08/15/2022","615.36","614.11","618.12","611.04","1.88B","0.72%"
"08/11/2022","610.95","622.99","624.22","606.94","2.57B","-0.92%"
"08/10/2022","616.64","622.76","625.12","616.62","1.82B","-0.79%"
"08/09/2022","621.54","621.81","626.28","619.79","1.60B","0.39%"
"08/08/2022","619.12","614.40","619.66","611.76","1.79B","1.02%"
"08/05/2022","612.89","611.31","616.67","610.10","1.28B","0.55%"
"08/04/2022","609.55","601.97","613.47","601.52","1.87B","1.71%"
"08/03/2022","599.30","597.74","600.75","593.16","1.51B","0.43%"
"08/02/2022","596.75","598.21","603.62","596.05","2.53B","-0.27%"
"08/01/2022","598.35","585.22","600.13","585.12","1.75B","2.90%"
"07/27/2022","581.46","575.27","583.85","575.24","3.97B","1.20%"
"07/26/2022","574.57","578.87","582.52","574.52","1.80B","-0.67%"
"07/25/2022","578.44","574.02","579.13","573.79","1.19B","0.48%"
"07/22/2022","575.66","575.86","579.17","572.39","1.32B","0.39%"
"07/21/2022","573.41","572.13","576.13","570.94","1.25B","0.16%"
"07/20/2022","572.49","568.92","573.92","568.36","1.75B","1.38%"
"07/19/2022","564.71","571.07","572.49","563.26","1.78B","-1.08%"
"07/18/2022","570.85","565.89","572.77","565.80","1.79B","1.07%"
"07/15/2022","564.78","566.52","569.72","558.44","1.73B","-0.04%"
"07/14/2022","565.03","570.36","574.31","564.60","1.32B","-1.07%"
"07/12/2022","571.17","572.71","576.59","570.01","1.05B","-0.40%"
"07/11/2022","573.46","571.69","575.64","570.02","1.17B","0.20%"
"07/08/2022","572.34","582.03","582.53","570.61","1.32B","-0.81%"
"07/07/2022","577.02","563.26","578.19","563.19","1.96B","2.68%"
"07/06/2022","561.98","563.35","568.97","556.74","1.28B","-1.08%"
"07/05/2022","568.09","588.62","592.03","565.07","1.64B","-3.23%"
"07/04/2022","587.04","598.33","599.75","587.04","1.33B","-1.75%"
"07/01/2022","597.48","596.71","600.56","593.49","1.62B","-0.03%"
"06/30/2022","597.65","605.53","609.56","597.07","2.16B","-1.35%"
"06/29/2022","605.85","613.58","615.10","604.57","1.56B","-1.26%"
"06/28/2022","613.59","610.81","614.98","610.28","1.25B","0.22%"
"06/27/2022","612.23","609.29","613.12","607.18","1.20B","0.94%"
"06/24/2022","606.52","605.87","608.14","603.41","1.10B","0.74%"
"06/23/2022","602.06","601.85","607.56","598.77","1.43B","0.51%"
"06/22/2022","598.99","606.97","607.93","595.12","4.48B","-1.17%"
"06/21/2022","606.10","603.24","609.32","601.62","2.79B","1.15%"
"06/20/2022","599.19","600.01","604.16","593.68","2.07B","-0.56%"
"06/17/2022","602.59","596.07","602.59","591.08","5.08B","0.44%"
"06/16/2022","599.98","618.94","622.13","598.08","4.95B","-2.29%"
"06/15/2022","614.03","620.39","624.29","611.28","7.85B","-0.77%"
"06/14/2022","618.79","617.85","622.81","610.68","18.60B","-0.37%"
"06/13/2022","621.11","630.17","634.64","618.76","2.06B","-3.37%"
"06/10/2022","642.79","639.46","645.58","639.42","2.05B","0.23%"
"06/09/2022","641.32","643.65","646.13","638.82","1.74B","-0.14%"
"06/08/2022","642.25","634.81","642.98","634.80","1.73B","1.47%"
"06/07/2022","632.95","636.21","637.08","631.62","1.58B","-0.34%"
"06/06/2022","635.09","633.79","635.20","627.67","1.56B","0.57%"
"06/02/2022","631.46","635.04","637.47","628.23","1.41B","-0.65%"
"06/01/2022","635.59","641.19","643.84","634.97","1.69B","-0.87%"
"05/31/2022","641.14","647.12","648.14","641.14","1.45B","-0.82%"
"05/30/2022","646.43","641.90","648.51","640.93","1.64B","1.01%"
"05/27/2022","639.94","648.68","649.52","639.69","1.66B","-0.94%"
"05/26/2022","646.02","644.99","651.27","643.65","2.59B","0.68%"
"05/25/2022","641.64","638.29","646.74","636.95","2.89B","1.07%"
"05/24/2022","634.87","629.83","638.63","627.84","1.92B","1.11%"
"05/23/2022","627.92","627.82","631.39","624.90","1.79B","0.36%"
"05/20/2022","625.66","622.15","629.03","621.54","2.00B","1.54%"
"05/19/2022","616.15","607.58","621.83","606.42","1.88B","-0.91%"
"05/18/2022","621.79","621.13","624.49","614.44","2.97B","0.58%"
"05/17/2022","618.21","606.51","621.35","602.16","2.83B","2.70%"
"05/13/2022","601.93","592.93","603.18","591.93","2.12B","2.41%"
"05/12/2022","587.74","606.34","607.62","587.72","2.67B","-3.73%"
"05/11/2022","610.50","618.40","619.16","605.78","2.41B","-0.95%"
"05/10/2022","616.35","601.16","617.96","600.75","2.00B","1.85%"
"05/09/2022","605.15","621.39","623.99","605.15","2.96B","-3.60%"
"05/06/2022","627.78","619.36","632.61","613.45","3.68B","-0.82%"
"05/05/2022","632.94","653.62","655.10","632.75","2.73B","-2.13%"
"05/03/2022","646.73","669.05","669.40","643.36","2.94B","-3.46%"
"04/29/2022","669.88","668.89","674.84","668.61","2.22B","0.33%"
"04/28/2022","667.67","665.44","671.64","663.56","2.19B","0.05%"
"04/27/2022","667.36","665.50","671.85","660.35","2.87B","-0.44%"
"04/26/2022","670.34","688.42","690.03","660.23","2.83B","-2.18%"
"04/25/2022","685.25","681.05","691.77","679.03","1.85B","-0.53%"
"04/22/2022","688.90","687.96","693.27","685.25","4.63B","-0.09%"
"04/21/2022","689.50","689.40","691.32","684.17","3.02B","0.58%"
"04/20/2022","685.52","682.14","688.17","679.05","3.55B","1.48%"
"04/19/2022","675.49","673.24","683.71","671.26","4.94B","0.95%"
"04/18/2022","669.12","658.05","670.33","652.60","2.99B","2.05%"
"04/12/2022","655.67","644.47","657.13","643.95","2.11B","1.00%"
"04/11/2022","649.21","655.55","657.22","648.24","4.39B","-1.25%"
"04/08/2022","657.42","655.03","662.17","653.21","3.84B","0.07%"
"04/07/2022","656.93","654.87","657.60","648.58","2.45B","-0.44%"
"04/05/2022","659.81","672.50","673.99","658.66","6.19B","-1.42%"
"04/04/2022","669.33","676.23","678.48","666.50","3.70B","-0.42%"
"04/01/2022","672.17","663.24","673.66","661.81","2.93B","1.40%"
"03/31/2022","662.91","661.57","669.31","659.51","4.11B","0.63%"
"03/30/2022","658.79","644.07","660.49","643.64","4.84B","2.61%"
"03/29/2022","642.05","640.54","645.81","638.33","4.47B","0.63%"
"03/28/2022","638.00","631.42","638.62","629.20","4.48B","1.44%"
"03/25/2022","628.97","628.74","632.70","622.76","8.39B","-0.10%"
"03/24/2022","629.62","626.38","632.98","625.71","10.60B","-0.20%"
"03/23/2022","630.89","619.76","631.59","619.46","4.65B","2.28%"
"03/22/2022","616.85","616.55","619.74","613.82","3.40B","0.05%"
"03/21/2022","616.53","621.43","622.99","614.63","5.30B","-0.78%"
"03/18/2022","621.38","610.34","622.85","607.86","5.36B","2.07%"
"03/17/2022","608.80","607.81","613.80","601.14","4.82B","0.58%"
"03/16/2022","605.30","611.53","613.45","601.17","7.80B","-0.27%"
"03/15/2022","606.92","619.53","621.05","604.68","5.34B","-1.67%"
"03/14/2022","617.22","618.25","624.32","613.54","2.08B","-0.21%"
"03/11/2022","618.54","606.39","618.54","605.84","2.56B","1.01%"
"03/10/2022","612.37","612.41","617.01","609.30","3.58B","1.25%"
"03/09/2022","604.80","598.69","607.39","591.23","3.10B","1.93%"
"03/08/2022","593.36","600.52","610.87","573.24","4.33B","-2.16%"
"03/07/2022","606.45","622.46","623.21","600.76","5.21B","-3.88%"
"03/04/2022","630.96","635.91","639.46","629.05","3.27B","-1.14%"
"03/03/2022","638.21","639.60","641.22","635.73","2.31B","0.25%"
"03/02/2022","636.59","639.63","641.11","634.91","3.37B","-0.48%"
"03/01/2022","639.64","637.59","641.63","636.31","3.96B","0.82%"
"02/28/2022","634.42","634.17","635.93","630.51","3.84B","-0.05%"
"02/25/2022","634.72","626.17","635.87","624.28","3.58B","2.67%"
"02/24/2022","618.23","637.53","641.31","612.53","4.55B","-3.88%"
"02/23/2022","643.20","643.54","651.92","635.49","5.69B","0.24%"
"02/22/2022","641.65","639.38","644.73","634.44","6.03B","-0.48%"
"02/21/2022","644.77","652.11","653.81","644.12","3.64B","-0.86%"
"02/18/2022","650.37","654.24","657.72","646.30","10.30B","-0.58%"
"02/17/2022","654.14","646.24","656.18","645.20","5.59B","1.46%"
"02/15/2022","644.74","639.19","647.16","636.46","9.23B","1.45%"
"02/14/2022","635.53","636.55","640.33","630.51","8.35B","-0.65%"
"02/11/2022","639.72","632.19","642.88","631.40","6.53B","1.05%"
"02/10/2022","633.06","643.80","643.85","628.12","6.86B","-1.35%"
"02/09/2022","641.73","649.91","652.32","641.18","6.61B","-1.02%"
"02/08/2022","648.37","649.25","652.59","646.81","13.62B","-0.12%"
"02/07/2022","649.14","652.48","653.72","643.99","5.03B","-0.13%"
"02/04/2022","650.01","650.80","653.72","648.41","3.46B","-0.19%"
"02/03/2022","651.25","654.27","655.74","649.63","2.84B","-0.68%"
"02/02/2022","655.71","654.71","657.03","649.00","2.67B","0.71%"
"02/01/2022","651.08","641.76","652.02","638.50","2.64B","2.91%"
"01/31/2022","632.68","622.30","635.12","621.25","1.95B","2.11%"
"01/28/2022","619.58","619.64","630.69","618.63","1.92B","0.77%"
"01/27/2022","614.86","630.66","631.89","592.90","4.68B","-3.21%"
"01/26/2022","635.28","642.94","645.93","635.00","3.46B","-0.60%"
"01/25/2022","639.13","643.90","648.97","632.45","3.39B","-1.14%"
"01/24/2022","646.50","657.47","662.48","646.50","2.96B","-2.32%"
"01/21/2022","661.85","661.47","663.21","650.62","3.64B","-0.13%"
"01/20/2022","662.72","672.53","673.26","661.54","4.00B","-0.61%"
"01/19/2022","666.81","665.66","673.99","656.02","4.56B","-0.23%"
"01/18/2022","668.38","685.44","687.14","666.91","4.26B","-2.24%"
"01/17/2022","683.70","687.03","688.49","682.50","6.03B","0.21%"
"01/14/2022","682.26","678.52","684.02","672.08","5.15B","0.51%"
"01/13/2022","678.78","674.51","683.72","674.01","4.38B","1.33%"
"01/12/2022","669.89","652.00","673.23","651.67","4.55B","3.35%"
"01/11/2022","648.16","643.85","651.48","635.70","3.63B","0.10%"
"01/10/2022","647.52","634.34","651.19","634.01","3.58B","2.49%"
"01/07/2022","631.79","620.99","632.37","617.94","3.76B","2.01%"
"01/06/2022","619.34","617.11","620.67","613.11","3.82B","0.23%"
"01/05/2022","617.90","613.05","622.16","611.10","3.15B","1.83%"
"01/04/2022","606.78","587.29","606.78","586.43","3.24B","4.23%"
"12/30/2021","582.13","577.73","584.33","576.88","1.94B","0.83%"
"12/29/2021","577.35","572.32","577.49","570.97","2.56B","1.14%"
"12/28/2021","570.85","576.32","580.51","570.85","3.97B","-0.60%"
"12/27/2021","574.29","571.79","575.48","570.53","3.83B","0.71%"
"12/24/2021","570.24","572.73","574.01","569.34","3.70B","0.07%"
"12/23/2021","569.85","570.09","573.25","568.16","2.31B","0.24%"
"12/22/2021","568.46","566.08","571.19","564.99","2.59B","0.61%"
"12/21/2021","565.04","567.51","569.31","562.04","2.43B","0.01%"
"12/20/2021","564.99","570.69","572.58","564.01","2.89B","-0.91%"
"12/17/2021","570.19","575.02","575.82","569.22","2.36B","-0.56%"
"12/16/2021","573.38","571.15","576.62","570.46","3.49B","0.59%"
"12/15/2021","570.00","571.29","573.10","568.70","4.80B","0.14%"
"12/14/2021","569.21","566.27","571.14","564.82","3.01B","0.51%"
"12/13/2021","566.34","566.07","569.24","564.61","3.79B","0.30%"
"12/09/2021","564.65","567.58","568.51","562.78","2.80B","-0.06%"
"12/08/2021","564.99","569.28","569.38","563.92","3.26B","0.03%"
"12/07/2021","564.81","560.82","566.62","560.28","4.25B","0.84%"
"12/03/2021","560.13","561.88","565.28","559.34","3.16B","0.07%"
"12/02/2021","559.74","558.91","563.49","557.08","3.03B","-0.24%"
"12/01/2021","561.06","551.91","561.70","549.97","3.22B","1.75%"
"11/30/2021","551.40","561.10","566.47","548.96","4.02B","-1.12%"
"11/29/2021","557.65","562.06","566.54","556.02","2.99B","-1.31%"
"11/26/2021","565.08","571.46","574.49","562.65","2.96B","-1.14%"
"11/25/2021","571.57","570.70","573.34","568.41","2.99B","0.59%"
"11/24/2021","568.23","564.02","569.79","562.80","2.65B","1.12%"
"11/23/2021","561.94","563.12","565.32","559.81","1.59B","-0.22%"
"11/22/2021","563.20","563.39","564.25","560.14","2.55B","0.20%"
"11/19/2021","562.07","563.10","564.60","559.59","2.59B","-0.35%"
"11/18/2021","564.02","558.97","565.08","558.04","2.42B","1.00%"
"11/17/2021","558.41","561.09","562.56","556.37","2.59B","-0.51%"
"11/16/2021","561.26","556.59","562.06","555.66","3.92B","0.70%"
"11/15/2021","557.38","559.06","562.22","555.66","7.28B","-0.13%"
"11/12/2021","558.09","553.95","560.73","552.74","4.22B","0.96%"
"11/11/2021","552.79","554.34","556.27","551.29","2.13B","-0.39%"
"11/10/2021","554.93","549.68","555.56","548.76","2.13B","1.12%"
"11/09/2021","548.79","543.72","550.44","541.77","2.57B","0.91%"
"11/08/2021","543.82","548.56","550.06","542.27","3.14B","-0.62%"
"11/05/2021","547.20","545.25","547.90","543.23","2.30B","0.80%"
"11/04/2021","542.88","533.49","544.92","533.10","2.52B","1.49%"
"11/03/2021","534.90","543.97","547.42","533.31","2.73B","-1.75%"
"11/02/2021","544.40","555.02","556.57","543.45","3.87B","-1.89%"
"11/01/2021","554.91","559.04","564.10","554.67","3.06B","-0.67%"
"10/29/2021","558.65","558.22","562.96","555.74","3.40B","0.42%"
"10/28/2021","556.29","563.35","563.60","556.26","3.80B","-0.94%"
"10/27/2021","561.55","562.02","565.01","559.50","5.15B","0.09%"
"10/26/2021","561.07","560.38","564.52","559.42","7.56B","0.41%"
"10/25/2021","558.78","560.04","562.11","557.71","4.41B","-0.16%"
"10/21/2021","559.65","558.17","560.81","557.08","3.59B","0.15%"
"10/20/2021","558.83","555.25","558.96","552.92","6.48B","0.87%"
"10/19/2021","554.01","559.17","559.69","551.79","3.85B","-0.79%"
"10/18/2021","558.44","556.33","559.78","555.79","3.52B","0.72%"
"10/15/2021","554.45","562.01","562.66","554.45","4.12B","-0.86%"
"10/14/2021","559.26","559.37","561.67","557.18","5.02B","0.17%"
"10/12/2021","558.29","562.89","563.79","557.60","3.80B","-0.36%"
"10/11/2021","560.32","563.86","565.30","558.16","3.68B","-0.05%"
"10/08/2021","560.62","558.83","563.33","555.97","3.88B","0.65%"
"10/07/2021","556.98","554.57","557.95","552.83","3.60B","1.11%"
"10/06/2021","550.85","548.24","554.62","548.08","3.78B","1.10%"
"10/05/2021","544.85","544.84","548.02","541.81","3.93B","0.08%"
"10/04/2021","544.42","545.03","547.80","543.26","4.96B","0.19%"
"10/01/2021","543.41","542.33","545.57","538.45","6.40B","-0.23%"
"09/30/2021","544.68","548.81","550.49","542.89","3.04B","-0.77%"
"09/29/2021","548.88","544.30","549.74","543.29","3.29B","0.44%"
"09/28/2021","546.46","546.45","550.82","545.16","4.15B","0.07%"
"09/27/2021","546.09","557.37","558.82","545.73","9.32B","-1.70%"
"09/23/2021","555.55","561.68","562.95","555.46","14.13B","-0.61%"
"09/22/2021","558.98","556.10","560.01","554.63","7.57B","0.62%"
"09/21/2021","555.52","546.17","556.56","536.29","4.81B","1.58%"
"09/20/2021","546.87","554.49","558.11","546.30","4.23B","-1.32%"
"09/17/2021","554.20","559.80","560.85","552.11","4.67B","-0.78%"
"09/16/2021","558.57","555.73","560.96","554.33","4.86B","0.72%"
"09/15/2021","554.57","552.03","556.41","551.08","5.21B","0.30%"
"09/14/2021","552.89","553.20","554.31","548.79","17.24B","0.52%"
"09/13/2021","550.05","549.98","553.65","544.47","9.67B","0.24%"
"09/10/2021","548.71","542.91","548.71","540.31","5.75B","1.77%"
"09/09/2021","539.15","540.07","542.53","537.65","8.70B","-0.12%"
"09/08/2021","539.81","534.98","539.81","534.25","18.79B","0.63%"
"09/07/2021","536.44","538.04","541.34","535.98","16.57B","0.38%"
"09/06/2021","534.42","528.71","534.42","526.57","8.91B","1.54%"
"09/03/2021","526.33","526.96","528.13","523.49","4.86B","0.36%"
"09/02/2021","524.45","526.57","528.07","523.50","4.17B","-0.21%"
"09/01/2021","525.57","524.78","526.10","521.10","4.52B","0.65%"
"08/31/2021","522.15","526.12","527.08","521.23","3.28B","-0.48%"
"08/30/2021","524.66","523.28","526.21","522.01","3.57B","0.58%"
"08/27/2021","521.63","520.15","525.34","519.27","3.56B","0.58%"
"08/26/2021","518.63","517.78","520.58","515.59","2.99B","0.51%"
"08/25/2021","516.00","512.55","516.12","510.87","4.68B","1.10%"
"08/24/2021","510.39","509.01","511.66","507.56","4.90B","0.61%"
"08/23/2021","507.29","506.55","507.78","503.79","5.09B","0.76%"
"08/20/2021","503.46","497.27","503.46","496.75","5.72B","1.24%"
"08/19/2021","497.30","494.99","500.73","494.88","7.00B","0.71%"
"08/18/2021","493.78","486.16","494.29","485.18","4.93B","1.88%"
"08/17/2021","484.68","483.77","488.57","482.84","4.16B","0.37%"
"08/16/2021","482.90","486.77","488.31","470.05","4.90B","-1.11%"
"08/13/2021","488.32","503.14","507.87","488.26","4.14B","-2.98%"
"08/11/2021","503.31","517.27","517.91","503.31","3.40B","-2.62%"
"08/10/2021","516.86","511.60","518.36","510.28","4.12B","1.68%"
"08/09/2021","508.30","510.55","514.11","508.30","3.79B","-0.43%"
"08/06/2021","510.48","512.34","514.19","503.66","3.53B","0.18%"
"08/05/2021","509.56","510.09","514.71","507.31","4.28B","0.17%"
"08/04/2021","508.70","505.06","510.06","502.67","4.84B","0.98%"
"08/03/2021","503.74","491.16","505.03","490.54","4.29B","2.23%"
"08/02/2021","492.73","492.62","494.45","488.29","2.79B","-0.55%"
"07/30/2021","495.46","507.91","508.27","493.53","4.47B","-1.93%"
"07/29/2021","505.21","509.43","510.47","504.21","4.06B","-0.50%"
"07/27/2021","507.75","507.93","510.96","505.74","5.26B","0.02%"
"07/23/2021","507.65","507.59","510.29","506.37","4.90B","0.03%"
"07/22/2021","507.48","505.56","509.40","504.20","5.70B","1.03%"
"07/21/2021","502.32","502.05","505.05","498.91","6.10B","0.40%"
"07/20/2021","500.34","506.80","507.18","495.38","5.02B","-1.33%"
"07/19/2021","507.08","502.39","509.24","502.35","5.54B","-0.67%"
"07/16/2021","510.51","509.07","513.03","508.36","3.34B","0.43%"
"07/15/2021","508.31","509.90","512.51","507.62","3.68B","0.06%"
"07/14/2021","508.02","501.18","508.02","498.41","3.32B","1.53%"
"07/13/2021","500.35","492.50","501.26","492.12","2.83B","1.97%"
"07/12/2021","490.70","492.57","495.81","487.77","2.93B","0.35%"
"07/09/2021","488.97","477.79","489.58","475.66","3.24B","0.64%"
"07/08/2021","485.88","503.93","504.93","484.67","5.91B","-4.62%"
"07/07/2021","509.40","518.12","521.04","509.04","3.84B","-1.30%"
"07/06/2021","516.09","508.49","518.00","507.57","4.43B","1.88%"
"07/05/2021","506.55","506.27","508.76","504.02","3.08B","0.20%"
"07/02/2021","505.52","509.93","511.82","504.69","3.59B","-1.07%"
"07/01/2021","510.99","509.23","511.42","507.40","3.90B","1.06%"
"06/30/2021","505.64","507.62","510.95","505.63","3.99B","-0.13%"
"06/29/2021","506.28","501.27","507.88","501.04","4.67B","1.42%"
"06/28/2021","499.20","490.76","500.22","489.84","3.05B","0.13%"
"06/25/2021","498.57","501.71","505.99","495.98","3.35B","-0.34%"
"06/24/2021","500.26","502.72","503.86","493.51","3.47B","-0.53%"
"06/23/2021","502.92","507.91","510.58","502.52","4.05B","-0.84%"
"06/22/2021","507.19","509.85","512.60","505.59","4.19B","0.37%"
"06/21/2021","505.32","499.03","506.19","496.80","2.77B","-0.04%"
"06/18/2021","505.51","505.84","508.64","499.91","3.76B","0.00%"
"06/17/2021","505.51","507.42","510.51","504.40","6.40B","-0.46%"
"06/16/2021","507.84","506.86","509.74","505.58","2.87B","0.68%"
"06/15/2021","504.41","505.59","509.39","503.58","8.86B","0.08%"
"06/14/2021","504.03","506.14","508.63","503.42","4.30B","-0.18%"
"06/11/2021","504.95","508.27","509.62","503.58","7.48B","-0.54%"
"06/10/2021","507.69","506.90","508.75","504.71","4.87B","0.57%"
"06/09/2021","504.82","503.44","506.21","501.76","4.60B","0.74%"
"06/08/2021","501.12","503.27","505.73","501.12","5.12B","0.15%"
"06/07/2021","500.36","500.33","504.80","499.78","3.73B","0.55%"
"06/04/2021","497.61","492.54","499.08","492.44","3.49B","1.34%"
"06/02/2021","491.01","489.24","493.17","487.76","3.13B","1.09%"
"06/01/2021","485.71","485.24","487.84","484.53","3.46B","0.76%"
"05/31/2021","482.03","482.90","484.24","480.03","2.61B","0.38%"
"05/28/2021","480.20","481.58","484.77","479.90","2.47B","0.00%"
"05/27/2021","480.18","481.16","482.93","479.49","2.32B","0.38%"
"05/25/2021","478.35","474.51","480.70","473.92","2.80B","1.19%"
"05/24/2021","472.73","474.29","476.85","469.48","2.26B","-0.56%"
"05/21/2021","475.37","479.66","480.72","473.63","3.61B","-0.16%"
"05/20/2021","476.12","478.27","485.54","476.08","4.98B","-0.33%"
"05/19/2021","477.69","477.70","481.20","475.26","4.22B","0.38%"
"05/18/2021","475.90","468.55","478.15","467.32","5.16B","1.95%"
"05/17/2021","466.78","470.89","471.61","461.59","4.54B","-1.75%"
"05/14/2021","475.08","479.07","483.11","468.05","4.66B","-0.10%"
"05/13/2021","475.56","482.50","488.40","443.20","7.74B","-2.64%"
"05/12/2021","488.46","490.87","492.12","486.71","4.40B","0.00%"
"05/11/2021","488.47","488.43","491.89","482.82","4.01B","0.08%"
"05/10/2021","488.08","487.99","489.84","485.19","2.89B","0.17%"
"05/07/2021","487.25","487.87","491.26","486.07","3.24B","0.15%"
"05/06/2021","486.51","484.15","488.36","482.89","4.74B","1.21%"
"05/05/2021","480.70","487.86","488.39","480.32","2.96B","-1.35%"
"04/30/2021","487.29","487.18","490.96","486.95","3.84B","0.44%"
"04/29/2021","485.17","486.96","488.08","483.87","5.53B","0.54%"
"04/28/2021","482.58","478.48","484.32","478.44","2.95B","1.32%"
"04/27/2021","476.30","480.92","483.78","475.68","4.89B","-0.14%"
"04/26/2021","476.96","471.92","477.96","469.54","3.52B","0.89%"
"04/23/2021","472.76","473.06","476.44","471.82","3.72B","-0.25%"
"04/22/2021","473.96","476.97","478.73","473.94","4.77B","0.19%"
"04/21/2021","473.07","468.06","475.17","468.04","3.27B","1.45%"
